Date,AveragePrice,TotalVolume,TotalBags,SmallBags
2015-06-07,0.98,190396.8,43920.22,24338.56
2015-05-31,1.24,128105.43,32956.06,22617.48
2015-05-24,1,195410.86,41618.38,20782.4
2015-05-17,1.22,120930.26,30302.84,19947.77
2015-05-10,1.24,125605.25,31430.84,22038.43
2015-05-03,0.96,254514.32,51669.25,25088.83
2015-04-26,1.21,127939.11,30893.61,21798.68
2015-04-19,1.17,124795.93,34237.01,24494.31
2015-04-12,0.99,180970.46,34893.41,17504.21
2015-04-05,1.1,146744.37,29192.42,16686.17
2015-03-29,1.2,109050.11,25226.14,17583.62
2015-03-22,0.96,185570.06,34923.3,19581.38
2015-03-15,1.27,110128.66,23903.32,17130.38
2015-03-08,1.24,112487.2,25443.64,19549.59
2015-03-01,1.01,167254.64,31639.73,17059.55
2015-02-22,1.1,121048.7,29076.27,21773.29
2015-02-15,1.24,105176.25,24427.51,15354.4
2015-02-08,1.21,91840.75,19397.24,11016.44
2015-02-01,0.92,237910.63,42945.86,20816.49
2015-01-25,1.2,109940.55,27925.94,16753.47
2015-01-18,1.27,99496.16,25060.56,14684.19
2015-01-11,1.2,99757.17,24566.54,14862.7
2015-01-04,0.97,153506.84,28686.57,13653.15
2015-12-27,0.83,292707.14,58612.1,34675.97
2015-12-20,0.96,232294.71,54103.94,34992.96
2015-12-13,0.95,216119.35,41643.52,33834.13
2015-12-06,0.89,244024.83,30694.05,30201.26
2015-11-29,0.95,205476.61,30435.14,29475.24
2015-11-22,0.98,215985.17,33241.61,31653.96
2015-11-15,0.95,247795.44,35507.27,33636.41
2015-11-08,0.92,237248.22,37333.35,36573.68
2015-11-01,0.99,230414.44,35398.62,34277.25
2015-10-25,0.98,245167.14,35458.53,33684.23
2015-10-18,0.91,279364.03,38960.02,37274.27
2015-10-11,0.94,268709.29,36894.51,33903.57
2015-10-04,0.97,269072.2,38659.62,30931.87
2015-09-27,0.97,272925.76,35317.04,31037.22
2015-09-20,0.97,284247.2,44254.15,35941.12
2015-09-13,0.88,346994.49,74655.89,31703.25
2015-09-06,1.02,311124.27,52471.92,38692.25
2015-08-30,1.09,284309.17,38266.54,37518.56
2015-08-23,1.06,261084.13,40566.09,38541.74
2015-08-16,0.96,314774.36,60363.91,48127.04
2015-08-09,0.96,353118.24,63010.39,41697.82
2015-08-02,1.09,272441.01,49169.44,38914.95
2015-07-26,1.06,272267.5,50085.95,41514.45
2015-07-19,1.03,269642.38,54738.47,44134.02
2015-07-12,1.02,277827.44,53258.63,41822.44
2015-07-05,1.05,332735.24,77806.86,63540.12
2015-06-28,1.01,293408.89,63660.06,52651.46
2015-06-21,0.9,338638.8,78859.33,58695.06
2015-06-14,0.88,389599.87,78678.44,45747.4
2015-06-07,1.02,335693.08,71065.39,47209.35
2015-05-31,1.03,285741.48,58376.6,41385.11
2015-05-24,0.98,293059.1,51766.98,40849.99
2015-05-17,0.95,279843.22,47743.43,34337.21
2015-05-10,0.98,325085.14,55663.97,36501.34
2015-05-03,0.94,406840.38,66137.41,37775.36
2015-04-26,0.88,334718.74,63436.41,39250.19
2015-04-19,0.82,336520.6,55650.51,34413.09
2015-04-12,0.76,369817.99,50734.51,32104.77
2015-04-05,0.81,360356.29,50949.57,38773.41
2015-03-29,0.84,354048.59,47723.32,39098.87
2015-03-22,0.9,311228.44,38838.17,38187.21
2015-03-15,1.07,261650.41,35286.92,34915.51
2015-03-08,1.01,291046.81,38563.47,38263.99
2015-03-01,1.05,293036.34,36602.27,35745.05
2015-02-22,1.16,242732.32,36265.13,36112.87
2015-02-15,1.12,255465.26,38503.26,38196.57
2015-02-08,1.01,318770.67,43708.68,42743.96
2015-02-01,0.94,370223.11,36449.01,35205.21
2015-01-25,1.06,249509.99,32113.37,31833.66
2015-01-18,1.06,233186.09,33175.55,32897.59
2015-01-11,0.93,274481.48,37144.36,36874.44
2015-01-04,0.8,317861.35,58638.68,58126.59
2015-12-27,0.8,2326942.14,808554.03,722787.61
2015-12-20,0.85,2149872.45,786663.79,681332.22
2015-12-13,0.74,2690296.07,1093869.01,962784.81
2015-12-06,0.66,3048290.53,1096637.79,997845.83
2015-11-29,0.83,2156008.93,749929.73,681435.37
2015-11-22,0.81,2268076.38,747730.78,676325.88
2015-11-15,0.74,2828361.9,814312.28,763322.82
2015-11-08,0.84,2621078.31,527994.86,492713.56
2015-11-01,0.89,2617806.65,396225.49,378048.56
2015-10-25,0.95,2327634.45,349302.31,341731.29
2015-10-18,0.89,2661345.12,367464.22,358998.74
2015-10-11,0.92,2591981.76,297183.03,280841.88
2015-10-04,0.98,2278629.09,273329.98,251924.68
2015-09-27,0.9,2674658.54,282554.5,268104.31
2015-09-20,0.99,2392448.9,302063.2,284791.57
2015-09-13,0.98,2549512.5,296957.26,226956.87
2015-09-06,0.92,2983163.34,343856.96,312763.93
2015-08-30,0.9,3037663.98,363761.25,357387.32
2015-08-23,1.03,2604991.25,287109.44,279700.22
2015-08-16,0.93,2943218.77,305952.21,301831.12
2015-08-09,0.94,3371114.14,311765.28,304882.47
2015-08-02,1,2742211.46,296687.12,291524.01
2015-07-26,0.95,2893887.74,321891.95,316322.88
2015-07-19,1.02,2614726.11,306935.34,290890.18
2015-07-12,1.03,2652480.7,312825.5,298568.77
2015-07-05,0.96,3435374.51,398193.01,377663.89
2015-06-28,0.94,2921148.91,353112.97,336537.82
2015-06-21,0.91,3040023.34,353494.88,334560.23
2015-06-14,0.79,3689140.93,374448.36,357012.13
2015-06-07,0.84,3261844.41,385717.6,367627.51
2015-05-31,0.85,3196936.02,309928.2,292423.13
2015-05-24,0.97,2853904.6,301690.01,283662.09
2015-05-17,0.98,2557700.83,294872.18,280916.4
2015-05-10,0.78,3553642.53,358535.96,345073.29
2015-05-03,0.78,4015563.02,369784.7,356360.42
2015-04-26,1.02,2355703.98,297393.39,280321.62
2015-04-19,0.93,2901188.07,326247.83,279355.95
2015-04-12,0.93,2799667.4,336665.65,284383.05
2015-04-05,1.01,2603114.56,284995.25,245998.59
2015-03-29,1,2566690.28,289111.44,250801.63
2015-03-22,1.01,2466735.33,294948.19,275797.37
2015-03-15,0.94,2690257.2,332057.97,313898.03
2015-03-08,0.86,2797745.89,328752.16,311497.6
2015-03-01,0.75,3094278.93,294779.67,269524.6
2015-02-22,0.83,2954705.54,337149.23,309850.06
2015-02-15,0.83,2926435.94,308754.91,271596.41
2015-02-08,0.9,2641032.65,327154.33,280560.62
2015-02-01,0.74,4031949.04,342179.83,308754.64
2015-01-25,0.96,2329987.29,294095.95,255279.65
2015-01-18,0.89,2800679.5,290195.16,260857.96
2015-01-11,0.85,2713699.6,251246.65,222971.68
2015-01-04,0.85,2682159.95,255504.05,215571.8
2015-12-27,1.04,61654.94,19313.09,11289.8
2015-12-20,1.05,56443.43,21242.6,11290.59
2015-12-13,0.91,76543.82,25724.07,11718.37
2015-12-06,0.83,103277.35,30842.12,10619.03
2015-11-29,0.97,58667.71,21015.03,10740.29
2015-11-22,1.01,60971.36,23120.13,12082.22
2015-11-15,1.04,58816.5,21785.27,12910.54
2015-11-08,0.93,86929.62,25673.62,10817.81
2015-11-01,0.89,103768.67,34334.65,11070.08
2015-10-25,1.06,64602.5,21992.98,11226.36
2015-10-18,1.03,74092.73,22942.67,12347.11
2015-10-11,1.03,74536.59,22661.26,11836.73
2015-10-04,1.11,63157.22,17661.21,10607.98
2015-09-27,1.18,60980.52,14966.61,8797.15
2015-09-20,1.05,71064.71,21939.92,9084.99
2015-09-13,0.98,85919.67,22000.26,9468.95
2015-09-06,0.98,98154.04,27561.89,10648.23
2015-08-30,1.13,70164.74,18915.74,10816.15
2015-08-23,1.15,65333.2,20818.82,10968.34
2015-08-16,1.09,78926.9,20799.47,11076
2015-08-09,1.08,83592.89,23661.4,12114.64
2015-08-02,0.93,91136.65,25822.62,11522.64
2015-07-26,0.88,99545.41,31495.7,13129.21
2015-07-19,1.08,77503.36,22015.98,13721.17
2015-07-12,1.13,72693.94,25581.67,13950.77
2015-07-05,1.15,81748.59,27274.78,16460.65
2015-06-28,1.15,69230.74,24664.28,15247.78
2015-06-21,1.17,78272.57,24023.54,15669.16
2015-06-14,1.07,82364.21,25644.25,15803.53
2015-06-07,1.01,98865.51,23778.3,12423.77
2015-05-31,1,92345.33,24616.59,11607.93
2015-05-24,1.05,79567.66,19369.88,10358.52
2015-05-17,1.2,73537.14,18294.66,8983.07
2015-05-10,1.1,85446.43,22339.91,9533.88
2015-05-03,1.03,95550.51,24590.55,8761.52
2015-04-26,1.21,65742.4,18699.45,9812.43
2015-04-19,1.01,95959.08,25912.53,19572.82
2015-04-12,0.97,88236.19,23399.45,19990.04
2015-04-05,1.08,75626.3,23334.16,15903.95
2015-03-29,1,93802.08,25781.36,22498.91
2015-03-22,0.99,95101.27,22383.21,7992.82
2015-03-15,1.21,56870.1,16983.09,9906.76
2015-03-08,1.18,62728.85,19921.07,11944.24
2015-03-01,1.02,78626.99,17005.21,7537.07
2015-02-22,1.01,107443.35,25787.7,9789.94
2015-02-15,1.13,80537.77,24814.08,11567.45
2015-02-08,1,87054.02,19962.84,10210.07
2015-02-01,0.9,125504.98,31116.86,8618.05
2015-01-25,1.02,86635.35,21079.53,8875.65
2015-01-18,1.06,85580.15,19076.5,10228.66
2015-01-11,1.05,75129.36,19278,7964.88
2015-01-04,0.92,101162.98,23797.31,7769.36
2015-12-27,0.99,545064.74,112404.73,53606.13
2015-12-20,1.21,350533.71,79785.65,50138.45
2015-12-13,0.97,529317.46,92802.85,38463.54
2015-12-06,1.25,340513.61,58507.18,25297.27
2015-11-29,0.98,470218.14,78304.23,27392.48
2015-11-22,0.98,499396.26,92251.87,32763.43
2015-11-15,1.22,368996.48,67428.91,34369.92
2015-11-08,1.22,329065.04,68261.19,36440.1
2015-11-01,0.98,566030.64,95034.3,37980.05
2015-10-25,1.25,307072.85,58966.05,33429.62
2015-10-18,1.24,333933.98,66948.85,40518.51
2015-10-11,1,538384.22,94106.57,39787.55
2015-10-04,0.99,570367.24,95953.46,47869.19
2015-09-27,1.31,318048.12,59931.1,35358.56
2015-09-20,0.98,559818.31,102119.7,47692.12
2015-09-13,1.26,331077.9,68960.66,42655.4
2015-09-06,0.98,637326.79,114243.13,49819.37
2015-08-30,1.24,362232.28,83400.23,59815.95
2015-08-23,1.24,372525.3,83033.23,58853.12
2015-08-16,1.24,360308.77,84829.18,62035.11
2015-08-09,0.97,655821.9,118286.41,61527.63
2015-08-02,1.22,371660.15,85844.97,63761.3
2015-07-26,1.24,379954.31,83754.92,63018.58
2015-07-19,0.96,626841.5,93289.73,55330.18
2015-07-12,1.24,402706.71,86917.07,61873.39
2015-07-05,0.98,718152.22,132960.51,72566.19
2015-06-28,1.21,443970.6,104373.38,76411.06
2015-06-21,0.96,669409.29,128508.67,74032.13
2015-06-14,1.26,437896.64,99432.77,72754.69
2015-06-07,0.99,683877.72,119601.11,65839.19
2015-05-31,1.27,419158.75,86843.58,61102.87
2015-05-24,1.01,757305.14,123093.37,62451.72
2015-05-17,1.24,450603.36,90466.64,64400.34
2015-05-10,1.28,435547.13,82813.29,60376.64
2015-05-03,0.98,917424.76,145921.28,68322.23
2015-04-26,1.25,476017.06,92640.24,63701.43
2015-04-19,1.23,434025.46,88144.38,58121.16
2015-04-12,1,692569.85,103947.32,47627.94
2015-04-05,1.11,510738.88,91331.2,49707.36
2015-03-29,1.25,370065.74,75955.62,47569.63
2015-03-22,0.97,642934.25,104472.39,51350.08
2015-03-15,1.33,371716.28,63925.13,38984.8
2015-03-08,1.3,356311.66,69396.41,47346.87
2015-03-01,1.01,647014.16,102048.78,45516.03
2015-02-22,1.24,369819.98,78578.59,51870.47
2015-02-15,1.29,353520.71,74509.99,38771.73
2015-02-08,1.25,348210.5,62445.11,36164.82
2015-02-01,0.95,753300.79,111768.82,48097.17
2015-01-25,1.27,398055.71,66921.2,35279.75
2015-01-18,1.3,405138.19,77092.27,41312
2015-01-11,1.28,342796.99,63792.34,35069.71
2015-01-04,0.97,540234.22,86680.79,38505.18
2015-12-27,1.05,2065131.33,503211.34,464119.16
2015-12-20,1.05,2044020.93,476795.23,434534.42
2015-12-13,1.03,2193142.82,503346.14,445274.87
2015-12-06,1,2233138.01,437811.32,377999.41
2015-11-29,1.05,1845443.13,386815.54,344830.99
2015-11-22,1.06,1903245,407481.76,364155.91
2015-11-15,1.02,2355839.19,414549.9,373075.42
2015-11-08,1.04,2503008.26,457857.57,402488.58
2015-11-01,1.08,2511760.36,513481.76,429082.15
2015-10-25,1.13,2188485.29,474081.03,417038.17
2015-10-18,1.05,2783170.15,474781.39,423533.77
2015-10-11,1.13,2329757.67,525255.56,455592.88
2015-10-04,1.18,2233935.94,501338.98,438547.27
2015-09-27,1.11,2390611.02,429281.32,383854.11
2015-09-20,1.13,2447264.74,560915.88,479718.29
2015-09-13,1.09,2814803.06,612905.67,548306.36
2015-09-06,1.08,3013825.75,676142.98,598816.21
2015-08-30,1.18,2535192.78,660271.38,620018.68
2015-08-23,1.12,2765838.1,697778.71,654945.01
2015-08-16,1.14,2823405.23,617281.73,577210.39
2015-08-09,1.15,2710710.15,647068.05,597061.79
2015-08-02,1.14,2752081.97,651663.25,604227.7
2015-07-26,1.15,2664424.22,693787.13,638982.26
2015-07-19,1.14,2751192.77,729054.18,685065.97
2015-07-12,1.13,2783554.82,707753.89,662158.17
2015-07-05,1.13,3183419.6,771995.45,717654.81
2015-06-28,1.14,2835630.41,760937.75,722276.9
2015-06-21,1.13,2979417.82,798951.75,750253.84
2015-06-14,1.09,3173051.42,829249.94,786795.07
2015-06-07,1.14,2918298.91,776459.27,717859.42
2015-05-31,1.14,3039403.06,719675.73,661787.82
2015-05-24,1.14,3119050.91,736290.27,679537.84
2015-05-17,1.18,2817008.33,713733.83,667222.64
2015-05-10,1.17,2956859.19,744169.09,679213
2015-05-03,1.07,3410467.52,694686.58,624533.81
2015-04-26,1.2,2699614.5,683542.79,642966.9
2015-04-19,1.18,2711008.32,741163.42,701805.76
2015-04-12,1.13,2829416.58,679969.25,635124.32
2015-04-05,1.19,2519677.31,651847.67,607923.59
2015-03-29,1.18,2523110.39,582784.48,547007.1
2015-03-22,1.11,2779012.66,618124.04,560370.06
2015-03-15,1.19,2462108.11,614825.79,578103.5
2015-03-08,1.21,2297509.11,622978.93,588931.15
2015-03-01,1.14,2538981.6,584081.95,543841.07
2015-02-22,1.1,2720346.71,583298.37,535973.53
2015-02-15,1.17,2420829.45,597683.07,515932.56
2015-02-08,1.06,2734006.98,619501.72,543231.71
2015-02-01,0.99,3668037.65,592750.56,464442.27
2015-01-25,1.15,2480820.72,671880.46,572717.4
2015-01-18,1.19,2330829.2,569042.98,478770.7
2015-01-11,1.17,2335986.11,551745.27,465764.93
2015-01-04,1.1,2578275.12,510468.5,429166.89
2015-12-27,0.96,123669.89,30706.82,23563.06
2015-12-20,0.99,127373.56,28291.87,23562.1
2015-12-13,0.91,153425.94,33007.18,23065.69
2015-12-06,1,130989.23,27852.12,22956.94
2015-11-29,0.95,119919.67,27921.83,20470.74
2015-11-22,0.96,127165.59,31136.03,23717.19
2015-11-15,1.04,124671.4,29388.04,24126.65
2015-11-08,1.03,135506.08,30867.39,25641.93
2015-11-01,0.94,159318.32,36386.93,24437.2
2015-10-25,0.91,148660.26,33823.49,25000.22
2015-10-18,0.91,182647.96,33416.07,23996.08
2015-10-11,0.96,167655.6,41597.15,23793.78
2015-10-04,0.96,157490.03,42689.39,26267.85
2015-09-27,1.04,160547.52,34912.98,25432.19
2015-09-20,0.95,197649.58,47365.2,27175.41
2015-09-13,1.05,154621.8,43316.14,31983.6
2015-09-06,0.97,175977.6,42839.39,27102.45
2015-08-30,1.09,142153.55,30401.34,24581.81
2015-08-23,0.97,171575.35,29946.36,25633.87
2015-08-16,0.96,187310.28,28448.24,22867.47
2015-08-09,0.98,176410.4,40116.38,30602.26
2015-08-02,1.08,151807.11,35417.45,30724.37
2015-07-26,1.07,149262.89,34668.75,29923.8
2015-07-19,0.98,186258.97,43915.12,34877.55
2015-07-12,1.09,152991.78,35029.7,29736.49
2015-07-05,0.97,201797.82,44395.34,35733.99
2015-06-28,1.06,159981.66,41366.23,36900.28
2015-06-21,0.96,188762.81,51516.37,41015
2015-06-14,1.03,172302.47,44678.04,38948.35
2015-06-07,0.96,189470.19,40282.52,31059.24
2015-05-31,1.04,166214.14,28738.48,24244.27
2015-05-24,0.98,194990.71,30491.73,22090.48
2015-05-17,1.07,149400.13,29553.43,25235.57
2015-05-10,1.07,165726.92,28377.52,23620.06
2015-05-03,0.98,222813,33653.27,23216.64
2015-04-26,1.08,166556.79,24976.5,21480.56
2015-04-19,1.11,140649.3,29135.28,22422.52
2015-04-12,1,158490.37,24411.32,14353.71
2015-04-05,1.06,155074.03,28395.27,21583.06
2015-03-29,1.07,151301.45,26089.72,19540.62
2015-03-22,1.01,173980.22,29424.89,22501.23
2015-03-15,1.08,131053.65,26382.77,21886.31
2015-03-08,1.08,149239.4,26514.22,22958.63
2015-03-01,0.99,169423.5,27015.92,20732.64
2015-02-22,1.05,148164.2,23321.89,20671.7
2015-02-15,1.03,153852.03,23901.18,21186.15
2015-02-08,0.94,171749.31,28126.02,25896.73
2015-02-01,0.94,221471.45,29612.86,23898.35
2015-01-25,1.07,140855.47,25973.12,24183.43
2015-01-18,1.08,143464.64,25636.88,23520.54
2015-01-11,1.07,149832.2,25244.96,22478.92
2015-01-04,1,162162.75,25514.31,19681.13
2015-12-27,0.91,187664.29,63153.04,53908.72
2015-12-20,0.92,191937.02,62784.09,57100.55
2015-12-13,0.86,204217.2,52875.54,44564.8
2015-12-06,0.94,185395.2,45662.47,41822.8
2015-11-29,0.9,175833.54,55299.38,49172.32
2015-11-22,0.94,192074.98,60224.78,53791.54
2015-11-15,0.98,195780.23,60127.39,56099
2015-11-08,0.96,197713.69,53203.11,49206.68
2015-11-01,0.97,204738.15,58508.19,50413.78
2015-10-25,1.01,191180.56,55281.08,51959.11
2015-10-18,1.02,206563.03,62424.19,58060.12
2015-10-11,1,217777.46,64726.02,56426.31
2015-10-04,1,222488.23,67519.32,59907.03
2015-09-27,1.06,199908.44,57247.33,53115.57
2015-09-20,1,224017.47,63217.52,56901.55
2015-09-13,1.02,219776.27,59446.3,54335.47
2015-09-06,0.99,248354.52,72866.95,64673.2
2015-08-30,1.03,234307.92,72492.97,68104.04
2015-08-23,1.04,240560.86,66738.62,61777.91
2015-08-16,1.04,253158.7,77862.64,72975.89
2015-08-09,1,272464.74,78462.86,71332.39
2015-08-02,1.04,248670.72,71226.18,66186.24
2015-07-26,1.03,258960.17,64500.27,61569.83
2015-07-19,0.98,258559.32,70840.03,62702.44
2015-07-12,1.05,239908.64,67711.28,62705.51
2015-07-05,1.01,297481.36,88003.25,81157.38
2015-06-28,1.03,261199.27,79188.15,75120.4
2015-06-21,0.93,293734.93,95352.92,86878.25
2015-06-14,1.02,262250.02,84988.85,80570.6
2015-06-07,0.99,288859.92,93290.27,85387.95
2015-05-31,1.04,245293.53,71581.14,67111.69
2015-05-24,1.03,265237.17,78697.8,71635.79
2015-05-17,0.96,257403.43,74870.07,69919.72
2015-05-10,1.05,256291.77,71530.63,67176.21
2015-05-03,0.93,308655.6,90612.57,81127.8
2015-04-26,0.96,265739.79,76712.86,72727.69
2015-04-19,0.93,263486.63,77990.72,74117.3
2015-04-12,0.97,235709.99,60210.27,53843.01
2015-04-05,0.99,237821.61,62911.64,57555.16
2015-03-29,0.97,237188.41,66128.37,62564.2
2015-03-22,0.9,282494.07,77003.82,68626.59
2015-03-15,1.09,233696.32,62466.03,58352.29
2015-03-08,1.06,248273.79,72616.8,69335.51
2015-03-01,1.08,224752.17,69213.28,62740.63
2015-02-22,0.92,256174.52,66214.87,62873.75
2015-02-15,1.02,230069.01,62663.62,60468.24
2015-02-08,0.93,242065.29,63558.12,61345.53
2015-02-01,0.81,367711.87,84349.1,76463.29
2015-01-25,0.94,271448.06,69524.6,66085.94
2015-01-18,1.03,267666.12,64197.94,61302.5
2015-01-11,0.97,239232.35,62815.17,59593.91
2015-01-04,0.94,222751.51,60062.94,54422.22
2015-12-27,1.17,1129876.05,242666.68,208470.99
2015-12-20,1.23,1139347.98,257139.12,212615.2
2015-12-13,1.12,1254805.29,261652.47,222446.62
2015-12-06,1.2,1068971.54,164640.74,136643.23
2015-11-29,1.16,999169.64,170082.08,139508.76
2015-11-22,1.14,1111803.12,190226.47,156660.8
2015-11-15,1.04,1357393.34,225327.84,196060.17
2015-11-08,1.13,1406262.16,287368.02,198024.18
2015-11-01,1.06,2180520.22,238141.21,183727.03
2015-10-25,1.23,1048045.86,239305.85,192750.44
2015-10-18,0.97,1856337.85,232925.94,181854.71
2015-10-11,1.28,1099283.22,291019.03,214209.27
2015-10-04,1.26,1342963.26,261493,208106.11
2015-09-27,1.16,1201066.41,243521.35,185973.17
2015-09-20,1.18,1192210.54,262288.13,214317.49
2015-09-13,1.16,1479334.84,249522.08,181277.74
2015-09-06,1.22,1340925.56,245037.41,201210.17
2015-08-30,1.22,1251081.11,248566.36,208604.73
2015-08-23,1.1,1477964.12,231864.49,197249.71
2015-08-16,1.14,1535981.4,223383.83,188594
2015-08-09,1.1,1563915.04,249029.47,218715.85
2015-08-02,1.14,1458722.6,251358.48,216693.68
2015-07-26,1.28,1211731.19,280464.51,233874.8
2015-07-19,1.37,1251919.24,304967.64,256581.76
2015-07-12,1.27,1338282.24,354358.67,306199.58
2015-07-05,1.18,1666825.63,346630.58,278911.21
2015-06-28,1.36,1284789.44,346716.06,266450.36
2015-06-21,1.28,1667026.11,330913.35,287710.54
2015-06-14,1.32,1363133.97,404479.55,323080.99
2015-06-07,1.32,1731061.12,356187.72,296939.83
2015-05-31,1.43,1493218.75,389227.77,322139.9
2015-05-24,1.37,1515022.63,387861.93,322563.16
2015-05-17,1.43,1255552.68,360824.94,300933.75
2015-05-10,1.22,2118593.92,374369.29,316975.34
2015-05-03,1.32,1679103.39,333131.79,257688.23
2015-04-26,1.44,1295589.61,340354.69,246376.89
2015-04-19,1.42,1332514.63,382749.7,278784.54
2015-04-12,1.43,1084407.8,298956.93,239070
2015-04-05,1.41,1244324.47,312567.62,252129.98
2015-03-29,1.36,1183815.23,278150.1,216859.46
2015-03-22,1.33,1192732.41,283375.45,223369.68
2015-03-15,1.45,1097737.98,323761.5,258642.39
2015-03-08,1.36,1129333.95,339799.82,271636.2
2015-03-01,1.18,1338129.89,289988.49,228539.44
2015-02-22,1.33,1088977.45,309388.56,253336.8
2015-02-15,1.36,997562.44,289359.35,240950.54
2015-02-08,1.11,1658708.73,317964.5,249204.48
2015-02-01,1.36,1433763.11,323358.53,243186.43
2015-01-25,1.36,1102868.27,313450.45,249848.32
2015-01-18,1.37,1044280.56,272986.43,211934.06
2015-01-11,1.34,1018225.83,285498.61,221731.33
2015-01-04,1.09,1402890.2,249495.69,178683.01
2015-12-27,1.2,3156360.2,737425.66,690116.94
2015-12-20,1.2,3190120.04,771939.46,709816.2
2015-12-13,1.09,3696551.52,758446.17,706707.82
2015-12-06,1.14,3218494.55,588521.8,547611.8
2015-11-29,1.22,2593780.51,555230.06,513647.72
2015-11-22,1.16,3026217.24,626738.42,581899.23
2015-11-15,1.09,3538946.22,707396.63,658542.91
2015-11-08,1.1,4205775.44,781895.19,645890.25
2015-11-01,1.09,4801621.08,780893.62,697293.46
2015-10-25,1.15,3306614.18,775888.9,693912.61
2015-10-18,0.99,4866607.14,742234.48,661214.66
2015-10-11,1.23,3307828.65,832068.41,721415.51
2015-10-04,1.21,3585183.3,800321.68,716567.95
2015-09-27,1.13,3739072.7,682854.15,589490.48
2015-09-20,1.21,3334592,751988.48,672883.2
2015-09-13,1.14,4205294.58,740533.23,638404.31
2015-09-06,1.18,4088061.71,754549.46,688674.24
2015-08-30,1.2,3825966.51,740291.22,678533.22
2015-08-23,1.13,4146220.81,739215.62,682203.72
2015-08-16,1.17,4221435.38,733613.13,677997.05
2015-08-09,1.1,4786334.13,777021.96,722077.58
2015-08-02,1.19,4154658.67,794064.2,742929.61
2015-07-26,1.28,3757524.71,883031.61,815705.91
2015-07-19,1.27,4169213.2,967205.69,900291.21
2015-07-12,1.2,4454138.91,1216976.6,1148604.15
2015-07-05,1.24,4855273.71,1312115.77,1208641.02
2015-06-28,1.3,4100932.47,1252367.02,1129604.18
2015-06-21,1.27,4508474,1120373.14,1052770.72
2015-06-14,1.2,4561749.66,1406275.3,1285655.99
2015-06-07,1.27,4721927.3,1188680.28,1099881.5
2015-05-31,1.34,4329239.82,1253507.02,1154091.74
2015-05-24,1.26,4661457.29,1328704.27,1206950.37
2015-05-17,1.33,4094677.85,1244427.66,1156872.13
2015-05-10,1.21,5498650.28,1210170.12,1120295.45
2015-05-03,1.24,4597313.41,1088403.62,954844.81
2015-04-26,1.36,3646363.66,1035648.21,902141.63
2015-04-19,1.31,3786141.18,1115911.35,984678.78
2015-04-12,1.33,3203213.09,1001738.9,920108.45
2015-04-05,1.34,3467770.71,954229.55,869574.86
2015-03-29,1.26,3497026.98,851860.36,769079.25
2015-03-22,1.22,3520408.65,869687.19,782209.83
2015-03-15,1.34,3135991.73,936644.39,843930.39
2015-03-08,1.27,3250832.53,1017429.27,909308.32
2015-03-01,1.15,3780455.44,894348.37,810060.6
2015-02-22,1.29,3042447.03,940038.24,860636.05
2015-02-15,1.29,2983695.9,929791.25,864046.29
2015-02-08,1.09,4457049.41,965974.48,869917.39
2015-02-01,1.23,4298883.17,1006703.42,896750.09
2015-01-25,1.27,3238501.89,1004627.94,903840.54
2015-01-18,1.32,3066789.62,868986.62,784229.51
2015-01-11,1.28,3056024.77,881104.32,796190.93
2015-01-04,1.09,3759282.62,764351.66,669970.5
2015-12-27,1.21,304598.42,39602.96,39602.96
2015-12-20,1.17,284808.22,45911.51,45911.51
2015-12-13,0.95,407482.83,35319.62,35319.62
2015-12-06,1.11,303058.29,38140.59,38140.59
2015-11-29,1.25,219689.9,34725.57,34725.57
2015-11-22,1.08,274209.2,40780.57,40777.1
2015-11-15,1.07,287015.98,47080.01,46867.66
2015-11-08,0.96,489339.78,33770.89,33362
2015-11-01,1.07,350260.55,65281.14,65081.14
2015-10-25,1.08,313881.26,43066.49,42475.38
2015-10-18,1,402466.4,37551.02,36297.69
2015-10-11,1.19,278472.66,43108.05,43001.38
2015-10-04,1.12,298222.53,40649.51,40431.73
2015-09-27,0.98,458602.59,28024.32,27515.43
2015-09-20,1.17,322729.94,49249.26,48164.82
2015-09-13,1.09,356105.25,52903.22,52023.22
2015-09-06,1.01,508207.79,48438.75,48349.86
2015-08-30,1.13,395127.18,54650.81,54650.81
2015-08-23,1.18,400101.77,58875.69,58875.69
2015-08-16,1.23,372516,65208.52,65208.52
2015-08-09,1.03,579226.47,52404.14,52400.81
2015-08-02,1.25,417082.92,66056.2,66056.2
2015-07-26,1.25,402791.86,73522.7,73518.43
2015-07-19,1.03,594451.88,62451.94,62434.86
2015-07-12,1.1,509215.2,148840.39,148811.62
2015-07-05,1.15,536642.98,176818.96,176636.74
2015-06-28,1.14,452801.32,152474.29,152425.4
2015-06-21,1.18,425885.58,108756.94,108756.94
2015-06-14,1.04,537725.07,162093.57,162093.57
2015-06-07,1.17,427216.77,110774.35,110774.35
2015-05-31,1.2,413699.46,97960.94,97960.94
2015-05-24,1.04,512172.44,137204.86,137204.86
2015-05-17,1.15,422484.37,131916.01,131904.74
2015-05-10,1.05,578436.76,71634.08,71253.97
2015-05-03,1.16,366987.36,60372.3,60354.57
2015-04-26,1.24,311879.23,56276.09,56259.03
2015-04-19,1.13,346561.62,59937.61,59936.64
2015-04-12,1.16,306250.63,89721.5,89699.64
2015-04-05,1.19,309143.83,54403.15,54288.7
